"January 1, 2026 - March 31, 2026 compared to October 1, 2025 - December 31, 2025",,,,,,,,,,,,,,,,,,,,
Account name,Customer ID,Campaign,Search term,Search terms match type,Search keyword,Search keyword match type,Clicks,Clicks (Compare to),Clicks (Change),Clicks (Change %),Currency code,Cost,Cost (Compare to),Cost (Change),Cost (Change %),Impr.,Impr. (Compare to),Impr. (Change),Impr. (Change %),Campaign Type
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein drinks,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"20,31",0,"20,31", +∞,57,0,57, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,healthy protein shakes,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"19,25",0,"19,25", +∞,48,0,48, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,most healthy protein drinks,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"21,97",0,"21,97", +∞,62,0,62, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,top 3 protein shakes,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"20,91",0,"20,91", +∞,20,0,20, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,top rated protein drink,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"24,78",0,"24,78", +∞,85,0,85, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what brand of protein shake is best,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"22,58",0,"22,58", +∞,26,0,26, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is best protein supplement,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"21,84",0,"21,84", +∞,27,0,27, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is the best protein to drink,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"19,84",0,"19,84", +∞,31,0,31, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is the most healthy protein shake,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"19,62",0,"19,62", +∞,65,0,65, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what protein drink is best,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"20,16",0,"20,16", +∞,25,0,25, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what protein shakes are healthy,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"24,2",0,"24,2", +∞,48,0,48, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what protein shakes are the best,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"21,63",0,"21,63", +∞,35,0,35, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what's a healthy protein shake,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"19,84",0,"19,84", +∞,45,0,45, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what's the best protein drinks,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"18,95",0,"18,95", +∞,52,0,52, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,whats the best protein shakes,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"23,29",0,"23,29", +∞,58,0,58, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,which are the best protein shakes,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"22,1",0,"22,1", +∞,57,0,57, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,which protein shake is best,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"19,41",0,"19,41", +∞,78,0,78, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,who has the best protein shakes,Exact match (close variant),best protein shakes,Exact match,6,0,6, +∞,USD,"22,55",0,"22,55", +∞,41,0,41, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,mass gainer protein,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"26,99",0,"26,99", +∞,337,0,337, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,protein drink for weight gain,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"22,4",0,"22,4", +∞,76,0,76, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,weight gain protein shake,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"27,75",0,"27,75", +∞,98,0,98, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,weight gainer protein shake,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"20,42",0,"20,42", +∞,63,0,63, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is a good protein shake to gain weight,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"18,77",0,"18,77", +∞,18,0,18, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is the best protein for building muscle,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"22,36",0,"22,36", +∞,60,0,60, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is the best protein shake for building muscle,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"18,07",0,"18,07", +∞,15,0,15, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what's a good protein shake to gain weight,Exact match (close variant),protein shakes for muscle gain,Exact match,6,0,6, +∞,USD,"22,74",0,"22,74", +∞,42,0,42, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,30 grams of protein drinks,Exact match (close variant),30g protein shake,Exact match,6,0,6, +∞,USD,"14,29",0,"14,29", +∞,66,0,66, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,healthy pre made protein shakes,Exact match (close variant),premade protein shakes,Exact match,6,0,6, +∞,USD,"18,61",0,"18,61", +∞,54,0,54, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,pre packaged protein shakes,Exact match (close variant),premade protein shakes,Exact match,6,0,6, +∞,USD,"21,56",0,"21,56", +∞,60,0,60, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,the best premade protein shakes,Exact match (close variant),premade protein shakes,Exact match,6,0,6, +∞,USD,"22,68",0,"22,68", +∞,69,0,69, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best tasting high protein shake,Exact match (close variant),best flavored protein shakes,Exact match,6,0,6, +∞,USD,"20,53",0,"20,53", +∞,61,0,61, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,flavored protein drinks,Exact match (close variant),best flavored protein shakes,Exact match,6,0,6, +∞,USD,"22,65",0,"22,65", +∞,70,0,70, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,flavored protein shakes,Exact match (close variant),best flavored protein shakes,Exact match,6,0,6, +∞,USD,"19,55",0,"19,55", +∞,105,0,105, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,protein drink that tastes good,Exact match (close variant),best flavored protein shakes,Exact match,6,0,6, +∞,USD,"22,48",0,"22,48", +∞,65,0,65, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein shakes near me,Exact match (close variant),protein shakes near me,Exact match,6,0,6, +∞,USD,"21,88",0,"21,88", +∞,65,0,65, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,nutrition shakes near me,Exact match (close variant),protein shakes near me,Exact match,6,0,6, +∞,USD,"21,59",0,"21,59", +∞,113,0,113, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,protein shakes on sale near me,Exact match (close variant),protein shakes near me,Exact match,6,0,6, +∞,USD,"23,17",0,"23,17", +∞,93,0,93, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,where can i get a protein shake,Exact match (close variant),protein shakes near me,Exact match,6,0,6, +∞,USD,"17,78",0,"17,78", +∞,39,0,39, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,where to buy protein shakes near me,Exact match (close variant),protein shakes near me,Exact match,6,0,6, +∞,USD,"21,57",0,"21,57", +∞,45,0,45, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,who sells protein shakes,Exact match (close variant),protein shakes near me,Exact match,6,0,6, +∞,USD,"20,36",0,"20,36", +∞,40,0,40, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,clean vanilla protein shake,Exact match (close variant),good vanilla protein shake,Exact match,6,0,6, +∞,USD,"21,65",0,"21,65", +∞,28,0,28, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,salted caramel protein,Exact match (close variant),salted caramel protein shake,Exact match,6,0,6, +∞,USD,"24,42",0,"24,42", +∞,216,0,216, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,caramel protein drinks,Exact match (close variant),caramel protein drink,Exact match,6,0,6, +∞,USD,"24,48",0,"24,48", +∞,175,0,175, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier nutrition shake,Exact match (close variant),premier protein drinks,Exact match,6,0,6, +∞,USD,"24,28",0,"24,28", +∞,114,0,114, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein chocolate shake,Exact match,premier protein chocolate shake,Exact match,6,0,6, +∞,USD,"20,39",0,"20,39", +∞,452,0,452, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein meal replacement shakes,Exact match (close variant),premier protein shakes,Exact match,6,0,6, +∞,USD,"22,67",0,"22,67", +∞,219,0,219, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein shake,Exact match (close variant),premier protein shakes,Exact match,6,0,6, +∞,USD,"18,15",0,"18,15", +∞,155,0,155, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein caramel,Exact match,premier protein caramel,Exact match,6,0,6, +∞,USD,"17,59",0,"17,59", +∞,562,0,562, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein products,Exact match (close variant),premier protein,Exact match,6,0,6, +∞,USD,"23,16",0,"23,16", +∞,217,0,217, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein shake chocolate,Exact match (close variant),premier protein chocolate,Exact match,6,0,6, +∞,USD,"20,51",0,"20,51", +∞,224,0,224, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein shakes vanilla,Exact match (close variant),premier protein vanilla,Exact match,6,0,6, +∞,USD,"20,93",0,"20,93", +∞,297,0,297, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein vanilla shake,Exact match (close variant),premier protein vanilla,Exact match,6,0,6, +∞,USD,"17,45",0,"17,45", +∞,372,0,372, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,core power milkshake,Exact match (close variant),core power protein shake,Exact match,6,0,6, +∞,USD,"17,05",0,"17,05", +∞,191,0,191, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,corepower shakes,Exact match (close variant),core power protein shake,Exact match,6,0,6, +∞,USD,"18,94",0,"18,94", +∞,269,0,269, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,fairlife core power vanilla,Exact match (close variant),core power vanilla,Exact match,6,0,6, +∞,USD,"19,71",0,"19,71", +∞,296,0,296, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos drinkable,Exact match (close variant),Oikos Fusion Drink,Exact match,6,0,6, +∞,USD,"44,74",0,"44,74", +∞,109,0,109, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos protein,Exact match (close variant),Oikos Fusion Drink,Exact match,6,0,6, +∞,USD,"36,52",0,"36,52", +∞,339,0,339, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos protein smoothie,Exact match (close variant),Oikos Fusion Drink,Exact match,6,0,6, +∞,USD,"50,28",0,"50,28", +∞,100,0,100, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos protein yogurt drinks,Exact match (close variant),Oikos Fusion Drink,Exact match,6,0,6, +∞,USD,"57,16",0,"57,16", +∞,48,0,48, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos high protein yogurt drink,Exact match (close variant),Oikos High Protein Fusion Drink,Exact match,6,0,6, +∞,USD,"47,1",0,"47,1", +∞,27,0,27, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos shake nutrition,Exact match (close variant),Oikos Fusion nutrition,Exact match,6,0,6, +∞,USD,"38,1",0,"38,1", +∞,24,0,24, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos pro mixed berry drink,Exact match (close variant),Oikos Fusion Mixed Berry,Exact match,6,0,6, +∞,USD,"52,35",0,"52,35", +∞,68,0,68, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGoogleEXT_YES,glp 1 support protein,Exact match (close variant),glp1 protein,Exact match,6,0,6, +∞,USD,"43,9",0,"43,9", +∞,67,0,67, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGoogleEXT_YES,glp 1 meal plan,Exact match (close variant),glp1 food plan,Exact match,6,0,6, +∞,USD,"59,97",0,"59,97", +∞,86,0,86, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGoogleEXT_YES,what to eat on zepbound,Exact match (close variant),best diet on zepbound,Exact match,6,0,6, +∞,USD,"52,4",0,"52,4", +∞,354,0,354, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGoogleEXT_YES,diet while on zepbound,Exact match,diet while on zepbound,Exact match,6,0,6, +∞,USD,"49,75",0,"49,75", +∞,82,0,82, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGoogleEXT_YES,list of foods to eat while on mounjaro,Exact match (close variant),diet while on mounjaro,Exact match,6,0,6, +∞,USD,"45,14",0,"45,14", +∞,57,0,57, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGoogleEXT_YES,mounjaro foods to avoid,Exact match (close variant),foods to avoid while on mounjaro,Exact match,6,0,6, +∞,USD,"47,96",0,"47,96", +∞,41,0,41, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGooglePHR_YES,oikos shakes,Exact match (close variant),Oikos Fusion Drink,Phrase match,6,0,6, +∞,USD,"42,74",0,"42,74", +∞,37,0,37, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGooglePHR_YES,oikos peach yogurt drink,Phrase match (close variant),Oikos High Protein Fusion Drink,Phrase match,6,0,6, +∞,USD,"54,07",0,"54,07", +∞,21,0,21, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGooglePHR_YES,oikos pro drink nutrition facts,Phrase match (close variant),Oikos High Protein Fusion Drink,Phrase match,6,0,6, +∞,USD,"48,54",0,"48,54", +∞,40,0,40, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGooglePHR_YES,oikos salted caramel protein shake nutrition facts,Phrase match (close variant),Oikos High Protein Fusion Drink,Phrase match,6,0,6, +∞,USD,"50,97",0,"50,97", +∞,28,0,28, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGooglePHR_YES,oikos strawberry banana drink,Phrase match (close variant),Oikos High Protein Fusion Drink,Phrase match,6,0,6, +∞,USD,"48,84",0,"48,84", +∞,94,0,94, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGooglePHR_YES,oikos vanilla protein shake nutrition facts,Phrase match (close variant),Oikos High Protein Fusion Drink,Phrase match,6,0,6, +∞,USD,"47,65",0,"47,65", +∞,38,0,38, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGooglePHR_YES,glp 1 weight loss,Exact match (close variant),GLP1 diet,Phrase match,6,0,6, +∞,USD,"11,61",0,"11,61", +∞,11,0,11, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,greek yogurt brands oikos,Exact match (close variant),oikos,Exact match,5,0,5, +∞,USD,"28,69",0,"28,69", +∞,15,0,15, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,oikos regular yogurt,Exact match (close variant),oikos,Exact match,5,0,5, +∞,USD,"25,37",0,"25,37", +∞,20,0,20, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,okai yogurt,Exact match (close variant),oikos,Exact match,5,0,5, +∞,USD,"34,52",0,"34,52", +∞,86,0,86, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,okino yogurt,Exact match (close variant),oikos,Exact match,5,0,5, +∞,USD,"33,92",0,"33,92", +∞,43,0,43, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,okio greek yogurt,Exact match (close variant),oikos,Exact match,5,0,5, +∞,USD,"29,94",0,"29,94", +∞,118,0,118, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,ooikos,Exact match (close variant),oikos,Exact match,5,0,5, +∞,USD,"28,28",0,"28,28", +∞,96,0,96, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,yogurt oiko,Exact match (close variant),oikos,Exact match,5,0,5, +∞,USD,"35,93",0,"35,93", +∞,74,0,74, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,oikos greek plain yogurt,Exact match (close variant),oikos yogurt,Exact match,5,0,5, +∞,USD,"39,06",0,"39,06", +∞,26,0,26, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,oikos greek protein yogurt,Exact match (close variant),oikos yogurt,Exact match,5,0,5, +∞,USD,30,0,30, +∞,72,0,72, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,oikos tub of yogurt,Exact match (close variant),oikos yogurt,Exact match,5,0,5, +∞,USD,"34,88",0,"34,88", +∞,45,0,45, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,yogurt starts with o,Exact match (close variant),oikos yogurt,Exact match,5,0,5, +∞,USD,"18,58",0,"18,58", +∞,61,0,61, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,best protein yogurts,Exact match (close variant),which yogurt is high in protein,Exact match,5,0,5, +∞,USD,"34,02",0,"34,02", +∞,64,0,64, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,best yogurts for protein,Exact match (close variant),which yogurt is high in protein,Exact match,5,0,5, +∞,USD,"34,66",0,"34,66", +∞,34,0,34, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,what is the best high protein yogurt,Exact match (close variant),which yogurt is high in protein,Exact match,5,0,5, +∞,USD,"34,05",0,"34,05", +∞,40,0,40, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,what yogurts are high in protein,Exact match (close variant),which yogurt is high in protein,Exact match,5,0,5, +∞,USD,"35,05",0,"35,05", +∞,24,0,24, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos fat free yogurt,Exact match (close variant),oikos triple zero,Exact match,5,0,5, +∞,USD,"10,76",0,"10,76", +∞,36,0,36, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos low fat yogurt,Exact match (close variant),oikos triple zero,Exact match,5,0,5, +∞,USD,"29,33",0,"29,33", +∞,37,0,37, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos triple zero high protein,Exact match (close variant),oikos triple zero,Exact match,5,0,5, +∞,USD,"19,81",0,"19,81", +∞,63,0,63, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos triple zero where to buy,Exact match (close variant),oikos triple zero,Exact match,5,0,5, +∞,USD,11,0,11, +∞,25,0,25, +∞,Brand
