Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"oikos triple 0",14,2,1,Sitelinks,480,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,8,0.01,4.48
"oikos triple zero calories vanilla",6,1,,"AI Overview",260,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.86,0.28,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,2.24
"oikos triple zero vanilla yogurt nutrition facts",7,4,4,Reviews,320,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.76,0.23,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,1.84
"oikos triple zero pro",12,1,4,,210,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.99,0.53,https://www.oikos.com/all-products/triple-zero/,8,0.01,4.24
"oikos mixed berry calories",6,2,,Reviews,140,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.88,0.53,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,8,0.01,4.24
"oikos vanilla greek yogurt nutrition label",5,1,,"AI Overview",210,I,"Reviews, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,3.36
"oikos pro ingredients",13,2,13,Reviews,140,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.54,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,8,0.01,4.32
"oikos greek vanilla yogurt nutrition facts",5,1,,"AI Overview",210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,3.36
"oikos greek yogurt vanilla nutrition facts",5,1,,"AI Overview",210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,3.36
"oikos greek yogurt nutrition vanilla",5,3,,Reviews,480,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,3.76
"oikos pro yogurt nutrition",13,1,,"AI Overview",260,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,8,0.01,4.48
"oikos pro nutrition",13,1,,"AI Overview",210,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.96,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,8,0.01,80
"ingredients in oikos greek yogurt",10,2,,Reviews,140,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.81,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,0.4
"calories in oikos triple zero strawberry",6,2,,Reviews,140,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.41,0.46,https://www.oikos.com/all-products/triple-zero/product/strawberry/,8,0.01,3.68
"oikos peach protein yogurt",6,1,1,Reviews,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.5,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach/,8,0.01,4
"oikos pro 23",7,1,,,70,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.24,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,8,0.01,1.92
"oikos mini yogurt drink",15,1,,Sitelinks,110,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.98,0.53,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,8,0.01,4.24
"how many calories are in oikos triple zero",6,2,,Reviews,170,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.69,0.35,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,2.8
"is oikos protein shake lactose free",6,2,,,110,I,"Reviews, Video, AI Overview, Related searches",0.02,0,https://www.oikos.com/all-products/oikos-protein-shakes/,8,0.01,0
"oikos complete protein",10,2,1,,140,C,"Reviews, Video, People also ask, Shopping results, AI Overview, Related searches, Sites",0.98,9.45,https://www.oikos.com/protein-101/complete-protein/,8,0.01,75.6
"oikos 23g protein",7,2,,Reviews,480,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.96,0.56,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,8,0.01,4.48
"how many calories does oikos triple zero yogurt have",8,4,27,,260,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.7,0.17,https://www.oikos.com/all-products/triple-zero/,8,0.01,1.36
"how many calories does oikos triple zero yogurt have",8,1,,"AI Overview",260,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.7,0.17,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,1.36
"oikos 10g protein drink",6,1,2,Reviews,210,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.96,0.41,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,8,0.01,3.28
"is oikos a greek yogurt",17,2,,,110,I,"Reviews, Video, People also ask, Find results on, AI Overview, Related searches",0.13,10,https://www.oikos.com/frequently-asked-questions/,8,0.01,80
"oikos triple zero peach nutrition",5,2,3,,140,C,"Reviews, People also ask, Images, Shopping results, AI Overview, Related searches",0.71,0.13,https://www.oikos.com/all-products/triple-zero/product/peach/,8,0.01,1.04
"oikos yogurt smoothies",9,1,1,"AI Overview",210,I,"Reviews, Sitelinks, People also ask, Images, Recipes, AI Overview, Related searches",1,0.29,https://www.oikos.com/greek-yogurt-recipes/smoothies/,8,0.01,2.32
"oikos protein shake chocolate",6,3,,Reviews,320,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",0.95,0.29,https://www.oikos.com/all-products/oikos-protein-shakes/product/chocolate/,8,0.01,2.32
"oiko protein shake",10,1,,,140,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.54,https://www.oikos.com/all-products/oikos-protein-shakes/,8,0.01,4.32
"okios pro yogurt",10,2,,Sitelinks,90,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,8,0.01,80
"oikos triple zero cherry yogurt nutrition facts",5,2,,Reviews,140,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.56,0.24,https://www.oikos.com/all-products/triple-zero/product/cherry/,8,0.01,1.92
"oykos yogurt",15,1,1,Sitelinks,480,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.94,10,https://www.oikos.com/all-products/triple-zero/,8,0.01,80
"oikos protein yogurt ingredients",13,1,,"AI Overview",210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.93,0.32,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,8,0.01,2.56
"oikos protein yogurt flavors",13,2,,Sitelinks,70,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.91,0.08,https://www.oikos.com/all-products/,8,0.01,0.64
"oikos protein yogurt vanilla",7,1,10,Reviews,210,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.99,0.52,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,4.16
"protein yogurt oikos calories",13,2,,Reviews,140,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.94,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,0
"does oikos triple zero have live cultures",6,2,,,140,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,8,0.01,0
"oikos triple zero calories strawberry",6,4,3,Reviews,390,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.67,0.47,https://www.oikos.com/all-products/triple-zero/product/strawberry/,8,0.01,3.76
oukos,11,1,1,Sitelinks,540,"L, N","Local pack, Reviews, Sitelinks, Video, Images, Find results on, Related searches",0.81,0.32,https://www.oikos.com/all-products/triple-zero/,8,0.01,2.56
"oikos triple zero probiotics",8,1,,"AI Overview",260,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, Sites",0.15,10,https://www.oikos.com/protein-101/why-greek-yogurt/,8,0.01,80
"oikos yogurt macros",7,1,,"AI Overview",260,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.91,0.49,https://www.oikos.com/all-products/triple-zero/product/vanilla/,8,0.01,3.92
"oikos pro dairy drink",6,1,,,90,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches, Sites",1,0.54,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,8,0.01,4.32
"oikos 20g protein vanilla",10,1,1,Reviews,170,C,"Reviews, Video, People also ask, Shopping results, Related searches",0.97,0.34,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,8,0.01,2.72
"oikos fusion",17,2,2,,160,I,"Reviews, Video, Images, AI Overview, Related searches, Sites",0.92,0.51,https://www.oikos.com/all-products/fusion/,8,0.01,4.08
"is yogurt a complete protein",23,9,,,590,I,"Video, People also ask, AI Overview, Related searches",0.01,0.03,https://www.oikos.com/protein-101/complete-protein/,7,0.01,0.21
"oikos greek",25,5,3,,660,I,"Reviews, Video, People also ask, Images, Knowledge Panel, AI Overview, Related searches",0.69,10,https://www.oikos.com/,7,0.01,70
"oikos greek yogurt ingredients",7,2,2,Reviews,140,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.81,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,0.35
"triple zero yogurt calories",6,1,,"AI Overview",390,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.95,0.24,https://www.oikos.com/all-products/triple-zero/product/strawberry/,7,0.01,1.68
"zero sugar greek yogurt",14,5,4,,920,C,"Reviews, Video, People also ask, Images, Shopping results, Sports, Related searches",1,0.06,https://www.oikos.com/all-products/triple-zero/,7,0.01,0.42
"danone oikos",19,1,,"AI Overview",110,"I, N","Reviews, Sitelinks, Video, People also ask, Images, AI Overview, Related searches",0.52,9.28,https://www.oikos.com/,7,0.01,64.96
"oikos danone",15,1,,"AI Overview",110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.52,9.28,https://www.oikos.com/,7,0.01,64.96
"oikos danone",15,2,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.52,9.28,https://www.oikos.com/,7,0.01,64.96
"oikos plain greek yogurt nutrition information",9,2,1,Reviews,90,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.81,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,7,0.01,0
"oikos strawberry yogurt calories",5,4,3,Reviews,260,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.83,0.52,https://www.oikos.com/all-products/triple-zero/product/strawberry/,7,0.01,3.64
"oikos vanilla yogurt calories",6,2,,Reviews,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.92,0.52,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,3.64
"oikos protein yogurt drink",10,6,63,,920,C,"Reviews, Video, Images, Shopping results, Related searches",1,0.59,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,7,0.01,4.13
"oikos triple zero yogurt nutrition facts",55,29,,Reviews,2900,I,"Reviews, Images, AI Overview, Related searches",0.89,0.27,https://www.oikos.com/all-products/triple-zero/product/cherry/,7,0.01,1.89
"oikos triple zero mixed berry calories",6,3,,"People also ask",480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.73,0.15,https://www.oikos.com/all-products/triple-zero/product/mixed-berry-multipack/,7,0.01,1.05
"oikos protein drink",68,2,,"People also ask",1800,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,0.54,https://www.oikos.com/all-products/oikos-protein-shakes/,7,0.01,3.78
"calories oikos triple zero",11,1,,"AI Overview",210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.92,0.37,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,2.59
"oikos yogurt drink",70,1,,Sitelinks,3200,"L, C","Local pack, Reviews, Sitelinks, Video, Images, Shopping results, Related searches",1,0.58,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,7,0.01,4.06
"oikos triple zero yogurt carbs",5,2,2,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.84,0.23,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,1.61
"oikos triple zero banana creme",6,2,,Reviews,110,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.93,0.03,https://www.oikos.com/all-products/triple-zero/product/banana-cream/,7,0.01,0.21
"oikos cherry yogurt",6,2,,Reviews,170,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Related searches",0.99,0.52,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/cherry/,7,0.01,3.64
"oikos mixed berry yogurt",6,2,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.97,0.53,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,7,0.01,3.71
"oikos yogurt benefits",19,2,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.03,0,https://www.oikos.com/protein-101/why-greek-yogurt/,7,0.01,0
"oikos yogurt flavours",14,2,,Sitelinks,480,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.92,0.5,https://www.oikos.com/all-products/triple-zero/,7,0.01,3.5
"calories oikos yogurt",11,1,,"AI Overview",210,I,"Reviews, Video, Images, AI Overview, Related searches",0.94,0.52,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,3.64
"vanilla oikos greek yogurt nutrition",5,3,,"People also ask",480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/protein-101/protein-and-exercise/,7,0.01,3.29
"oikos greek vanilla yogurt nutrition facts",5,3,3,Reviews,210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,2.94
"oikos greek yogurt vanilla nutrition facts",5,3,2,Reviews,210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,2.94
"oikos macros",13,3,3,Reviews,210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.83,0.02,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,0.14
"oikos peach",5,1,1,Reviews,210,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.98,0.53,https://www.oikos.com/all-products/triple-zero/product/peach/,7,0.01,3.71
"how many calories are in a oikos triple zero yogurt",11,2,,,140,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.8,0.1,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,0.7
"how many calories in oikos triple zero strawberry",6,2,2,Reviews,140,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.18,0,https://www.oikos.com/all-products/triple-zero/product/strawberry/,7,0.01,0
"how many calories oikos triple zero",8,1,,"AI Overview",170,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.75,0.38,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,2.66
"oikos yogurt drink pack",7,1,,,70,C,"Reviews, Video, Images, Shopping results, Related searches",1,0.25,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,7,0.01,1.75
"how many carbs are in oikos triple zero yogurt",11,1,,"AI Overview",260,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.65,0.53,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,3.71
"how many carbs in oikos triple zero yogurt",7,1,,"AI Overview",260,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.65,0.53,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,3.71
"oikos 30g protein",6,2,,,140,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.97,0.23,https://www.oikos.com/all-products/oikos-protein-shakes/,7,0.01,1.61
"how many calories in a oikos triple zero yogurt",8,1,,"AI Overview",260,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.72,0.27,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,1.89
"oikos yogurt smoothie",12,2,1,Sitelinks,210,I,"Reviews, Sitelinks, Video, People also ask, Images, Find results on, Recipes, AI Overview, Related searches",1,0.29,https://www.oikos.com/greek-yogurt-recipes/smoothies/recipe/fruit-smoothies/,7,0.01,2.03
"oikos yogurt lactose free",10,4,,,480,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",0.89,0.08,https://www.oikos.com/frequently-asked-questions/,7,0.01,0.56
"oikos pro calories",13,4,7,Reviews,260,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.93,0.52,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,7,0.01,3.64
"does oikos triple zero yogurt have live cultures",6,2,,,140,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,7,0.01,0
"oikos 15 g protein",8,4,,Reviews,260,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.99,0.18,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,1.26
"oikos 15 gram protein",8,1,,"AI Overview",260,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.99,0.18,https://www.oikos.com/all-products/triple-zero/,7,0.01,1.26
"oikos triple zero 15g protein calories",6,2,,Reviews,140,C,"Reviews, People also ask, Images, Shopping results, AI Overview, Related searches",0.95,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,0.35
"oikos triple",14,2,1,Sitelinks,480,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, Find results on, AI Overview, Related searches",0.98,0.55,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,7,0.01,3.85
"okinos yogurt",70,1,1,Sitelinks,1100,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.99,10,https://www.oikos.com/all-products/triple-zero/,7,0.01,70
"oukos triple zero",14,2,,Sitelinks,70,C,"Reviews, Sitelinks, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/,7,0.01,3.92
"oinkos yogurt",16,1,,Sitelinks,270,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches",0.99,10,https://www.oikos.com/,7,0.01,70
"oikos tripple zero",8,2,2,Sitelinks,500,C,"Reviews, Sitelinks, Video, Top stories, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,7,0.01,3.92
"oikos.triple zero",14,2,2,Sitelinks,500,C,"Reviews, Sitelinks, Video, People also ask, Knowledge Panel, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,7,0.01,3.92
"oikos 25 g protein",10,2,,Reviews,110,I,"Reviews, Video, People also ask, Images, Related searches",1,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,7,0.01,0
"oikos vanilla greek yogurt nutritional information",6,2,,Reviews,210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,7,0.01,2.94
oiko,23,1,1,Sitelinks,440,"I, N","Reviews, Sitelinks, Video, People also ask, Images, Related searches",0.81,0.32,https://www.oikos.com/all-products/oikos-protein-shakes/,6,0.01,1.92
"oikos coupon",11,3,,,140,I,"Reviews, People also ask, Images, Related searches",0.09,1.23,https://www.oikos.com/,6,0.01,7.38
"oikos vanilla greek yogurt",64,4,32,,1500,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.99,0.47,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,6,0.01,2.82
"oikos vanilla greek yogurt",64,2,,"People also ask",1500,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",0.99,0.47,https://www.oikos.com/protein-101/protein-and-exercise/,6,0.01,2.82
"does oikos greek yogurt have probiotics",6,2,2,,110,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,6,0.01,0
"does oikos have live cultures",6,3,2,,170,I,"Reviews, Video, AI Overview, Related searches",0.01,0,https://www.oikos.com/frequently-asked-questions/,6,0.01,0
"greek yogurt plain",57,7,,Reviews,1900,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.99,0.17,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,6,0.01,1.02
"is oikos yogurt pasteurized",8,2,5,,90,I,"Reviews, Video, AI Overview, Related searches",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,6,0.01,0
"oikos blueberry",5,1,,Reviews,140,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.86,0.39,https://www.oikos.com/all-products/triple-zero/product/blueberry/,6,0.01,2.34
"oikos logo",17,1,,Sitelinks,210,"I, N","Reviews, Sitelinks, Video, People also ask, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/,6,0.01,0
"oikos plain",9,2,,Reviews,170,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,0.59,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,6,0.01,3.54
"oikos plain greek yogurt nutrition",14,2,,Reviews,140,I,"Reviews, Video, Images, Related searches",0.95,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,6,0.01,0
"oikos triple zero calories",73,16,,Reviews,22400,C,"Reviews, People also ask, Images, Shopping results, AI Overview, Related searches",0.93,0.39,https://www.oikos.com/all-products/triple-zero/product/peach/,6,0.01,2.34
"oikos vanilla greek yogurt calories",6,3,,"People also ask",480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.47,https://www.oikos.com/protein-101/protein-and-exercise/,6,0.01,2.82
"oikos vanilla greek yogurt nutrition facts",5,4,2,Reviews,210,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,2.52
"oikos vanilla yogurt nutrition facts",5,3,4,Reviews,170,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.93,0.34,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,2.04
"oikos vanilla yogurt nutrition facts",5,1,,"AI Overview",170,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.93,0.34,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,2.04
"triple zero greek yogurt",61,19,,Images,2400,C,"Reviews, Video, Images, Shopping results, Find results on, AI Overview, Related searches",0.94,0.55,https://www.oikos.com/all-products/triple-zero/,6,0.01,3.3
"triple zero yogurt",61,5,,Images,6600,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.98,0.55,https://www.oikos.com/all-products/triple-zero/,6,0.01,3.3
"oikos triple zero ingredients",6,5,,,810,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.33,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,6,0.01,1.98
"oikos triple zero yogurt ingredients",10,3,,"People also ask",480,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/protein-101/protein-and-exercise/,6,0.01,2.22
"oikos protein",60,4,,,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/protein-101/protein-and-exercise/,6,0.01,44.22
"yogurt with most protein",20,1,,"AI Overview",480,C,"Reviews, Video, Images, Shopping results, Find results on, AI Overview, Related searches",0.39,0.04,https://www.oikos.com/,6,0.01,0.24
"oikos triple zero greek yogurt",70,1,,"AI Overview",1800,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Find results on, AI Overview, Related searches",0.79,0.56,https://www.oikos.com/all-products/triple-zero/,6,0.01,3.36
"oikos protein drink",68,10,94,,1800,"L, C","Local pack, Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,0.54,https://www.oikos.com/,6,0.01,3.24
"oikos flavors",15,1,2,Sitelinks,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches, Sites",0.61,0.47,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,6,0.01,2.82
"oikos triple zero yogurt flavors",17,1,,"AI Overview",210,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.93,0.61,https://www.oikos.com/all-products/triple-zero/,6,0.01,3.66
"oikos yogurt carbs",11,1,,"AI Overview",170,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.9,0.11,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,0.66
"oikos triple zero lactose free",13,2,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.38,0,https://www.oikos.com/frequently-asked-questions/,6,0.01,0
"oikos mixed berry calories",6,1,,"AI Overview",140,I,"Reviews, People also ask, Images, AI Overview, Related searches",0.88,0.53,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,6,0.01,3.18
"triple zero greek yogurt calories",11,2,,Reviews,170,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.84,0.35,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,2.1
"oikos triple zero greek yogurt vanilla",14,1,,"AI Overview",170,"L, C","Local pack, Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, AI Overview, Related searches",1,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,0
"oikos protein yogurt nutrition",9,3,3,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.94,10,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,60
"greek yogurt black container",13,29,,Reviews,260,I,"Reviews, Video, Related searches",0.93,0,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,6,0.01,0
"greek yogurt black container",13,12,,Reviews,260,I,"Reviews, Video, Related searches",0.93,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,6,0.01,0
"oikos vanilla greek yogurt nutrition label",5,3,3,Reviews,210,I,"Reviews, Images, AI Overview, Related searches",0.81,0.42,https://www.oikos.com/all-products/triple-zero/product/vanilla/,6,0.01,2.52
"logo oikos",14,1,,Sitelinks,210,"I, N","Reviews, Sitelinks, Video, People also ask, Related searches",0,0,https://www.oikos.com/all-products/oikos-protein-shakes/,6,0.01,0
"oikos greek nonfat yogurt",14,2,,,320,C,"Reviews, Video, Images, Shopping results, Related searches",1,0.6,https://www.oikos.com/all-products/triple-zero/,6,0.01,3.6
"oikos pro yogurt nutrition",13,3,4,Reviews,260,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.56,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,6,0.01,3.36
