LANG,Keyword,TOPICS,CATEGORY,SUB-CATEGORY,Position SE Ranking,Average Search Volume,Volume Q1 2026,Volume Q4 2025,Coverage One Search Q1 2026,Coverage One Search Q4 2025,Clics OneSearch Q1 2026,Impressions OneSearch Q1 2026,Clics OneSearch Q4 2025,Impressions OneSearch Q4 2025,Clics SEO Q1 2026,Clics SEM Q1 2026,Clics SEO Q4 2025,Clics SEM Q4 2025,Impr. SEO Q1 2026,Impr. SEM Q1 2026,Impr. SEO Q4 2025,Impr. SEM Q4 2025,CTR SEO Q1 2026,CTR SEM Q1 2026,CTR SEO Q4 2025,CTR SEM Q4 2025,Conversions SEO Q1 2026,Conversions SEM Q1 2026,Conversions SEO Q4 2024,Conversions SEM Q4 2024,CPC SEO Q1 2026,CPC moy. SEM Q1 2026,Dépense SEM Q1 2026,Coût SEO Q1 2026,Dépense SEM Q4 2025,Coût SEO Q4 2025,Purchase intent,Questions,Yogurt types,Taste,Packaging,Ingredient,Brands,Retailer,Demography,Benefits,Testimonials,Bio,Moments,Recipes,Searches: Oct 2024,Searches: Nov 2024,Searches: Dec 2024,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025
EN,lactose free greek yogurt canada,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Lactose,,,,,,,,,,,,,,
EN,fat free yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Fat,,,,Fat-free,,,,,,,,,,
New,healthy blueberry muffins greek yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Blueberry,,,,,,Healthy,,,,,,,,,,
FR,trempette yogourt grec pour légumes,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
FR,pain aux bananes yogourt grec,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Banana,,,,,,,,,,,,,,,,
EN,oikos greek yogurt nutrition 100g,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,Gram,Without,Oikos,,,,,,,,,,,,,
New,oikos pro yogurt drink,PRODUCTS,YOGURT DRINKS,Yogurt drinks,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,Oikos,,,,,,,,,,,,,
EN,oikos key lime greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Lime,,,Oikos,,,,,,,,,,,,,
New,déjeuner santé protéiné,CONSUMER HABITS,MEALS,Lunch,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunch,,,,,,,
New,1 2 cup greek yogurt protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,Cup,,,,,,,,,,,,,,,
New,oikos cappuccino yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Cappuccino,,,Oikos,,,,,,,,,,,,,
New,skyr yogourt,PRODUCTS,YOGURTS,Skyr,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Skyr,,,,,,,,,,,,,,,,,
New,milk made in canada,EATING BETTER,ORIGIN,Made in Canada,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk,,,,,,,,,,,,,,
New,collations protéinées,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,oikos pro yogurt canada,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,Oikos,,,,,,,,,,,,,
FR,yaourt proteine,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Protein,,,,,,,,,,,,,,
New,greek yogurt sugar free,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,what yogurt is the healthiest,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
EN,greek yogurt protein per 100g,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,Gram,Protein,,,,,,,,,,,,,,
New,what is healthiest yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
New,best yogurt in canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,Best,,,,,,,,,
EN,sugar free yogurt canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,does greek yogurt have protein,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,oikos greek yogurt 0,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Without,Oikos,,,,,,,,,,,,,
New,what are the healthiest yogurts,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
New,what are healthy yogurts,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
EN,cappuccino yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Cappuccino,,,,,,,,,,,,,,,,
New,oikos triple zero greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,high protein breakfast foods,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich in protein,,,,,,,,,,
New,oikos greek yogurt key lime,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Lime,,,Oikos,,,,,,,,,,,,,
New,best yogurt canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,Best,,,,,,,,,
New,what is the healthiest yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
New,oikos greek yogurt triple zero,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,what yogurt is healthiest,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
FR,oikos high protein,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,Rich in protein,,,,,,,,,,
New,ratio protein yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
EN,oikos pro greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,too good yogurt canada,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,Good or bad,,,,,,,,,
FR,recette pancake proteine,RECIPES,RECIPES,Cakes,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein,,,,,,,,,,,,,,
FR,sauce yogourt grec,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,canadian yogurt brands list,EATING BETTER,ORIGIN,Made in Canada,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,protein banana bread greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Banana,,,,,,,,,,,,,,,,
FR,recette avec yogourt grec nature,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Plain,,,,,,,,,,,,,,,,
EN,oikos 0 greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Without,Oikos,,,,,,,,,,,,,
New,yogurt for lactose intolerant,HEALTH,ALLERGIES & INTOLERANCES,Lactose intolerance,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Lactose,,,,,,,,,,,,,,
New,greek yogurt macro,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,lactose intolerance yogurt,HEALTH,ALLERGIES & INTOLERANCES,Lactose intolerance,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Lactose,,,,,,,,,,,,,,
New,what is greek yogurt made of,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
FR,gateau farine d amande,RECIPES,RECIPES,Cakes,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Almond,,,,,,,,,,,,,,,,
New,greek yogurt macros,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,dairy intolerance yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Dairy,,,,,,,,,,,,,,
FR,recette avec du yogourt grec nature,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Plain,,,,,,,,,,,,,,,,
New,yogur griego,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,greek yogurt made in canada,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,two good yogourt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,Good or bad,,,,,,,,,
New,yogourt olympic,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,what yogurt is canadian,EATING BETTER,ORIGIN,Made in Canada,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,zero sugar yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,greek yogurt with less sugar,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,greek yogurt with least sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,yogurt with zero sugar,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,yogurt zero sugar,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,how much protein is in greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
FR,recette avec yogourt,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,greek yogurt healthy,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,Healthy,,,,,,,,,,
New,best greek yogurt for weight loss,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,Best,,,,,,,,,
New,greek yogurt low sugar,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,reduced sugar greek yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,greek yogurt with low sugar,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,greek yogurt lowest sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,greek yogurt for weight loss,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,lowest sugar greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,oikos strawberry cheesecake yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Cheesecake,,,Oikos,,,,,,,,,,,,,
New,best greek yogurt for losing weight,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,Best,,,,,,,,,
New,greek yogurt low in sugar,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,where is oikos greek yogurt made,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,healthiest greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,Healthy,,,,,,,,,,
New,greek yogurt with the lowest sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
FR,pain aux bananes avec yogourt,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Banana,,,,,,,,,,,,,,,,
EN,sugar free greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
New,oikos yogurt cups,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,Cup,,Oikos,,,,,,,,,,,,,
FR,pain au banane avec yogourt,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Banana,,,,,,,,,,,,,,,,
FR,yaourt sans lactose,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Lactose,,,,,,,,,,,,,,
New,yaourts sans lactose,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Lactose,,,,,,,,,,,,,,
New,protein in 1 cup yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,Cup,,,,,,,,,,,,,,,
FR,gâteau moelleux au yogourt,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,oikos yogurt cup,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,Cup,,Oikos,,,,,,,,,,,,,
New,oikos high protein yogurt drink,PRODUCTS,YOGURT DRINKS,Yogurt drinks,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,Oikos,,,Rich in protein,,,,,,,,,,
EN,oikos greek yogurt high protein,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Protein,Oikos,,,Rich in protein,,,,,,,,,,
New,healthy snacks protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy,,,,,,,,,,
New,healthy snack with protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy,,,,,,,,,,
New,protein healthy snacks,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy,,,,,,,,,,
New,blueberry greek yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Blueberry,,,,,,,,,,,,,,,,
New,greek yogurt calcium,HEALTH,FOOD SUPPLEMENTS,Calcium,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Calcium,,,,,,,,,,,,,,
EN,oikos greek yogurt & protein,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Protein,Oikos,,,,,,,,,,,,,
EN,low sugar greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,,,,,,,,,,,,,,
FR,pain aux bananes et yogourt,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Banana,,,,,,,,,,,,,,,,
New,foods with a lot of protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,greek yogurt recipes breakfast,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,calcium in greek yogurt,HEALTH,FOOD SUPPLEMENTS,Calcium,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Calcium,,,,,,,,,,,,,,
EN,oasis yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
FR,collation protéinée maison,CONSUMER HABITS,MEALS,Snack,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich in protein,,,Snack,,,,,,,
New,why is yogurt healthy,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
FR,recette avec du yogourt,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,who makes oikos yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,Oikos,,,,,,,,,,,,,
New,protein easy breakfast,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,oikos pro canada where to buy,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,easy protein breakfasts,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,protein filled meals,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,pc yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,greek nonfat yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Fat,,,,,,,,,,,,,,
EN,nonfat greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Fat,,,,,,,,,,,,,,
New,high protein quick snacks,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich in protein,,,,,,,,,,
New,high protein yogurt low sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,Rich in protein,,,,,,,,,,
New,yogurt low sugar high protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,Rich in protein,,,,,,,,,,
New,yogurt high protein low sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,Rich in protein,,,,,,,,,,
New,high protein low sugar yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,Rich in protein,,,,,,,,,,
EN,is oikos greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
